Continent,Country,Date,Title,Region,SoilLEX.Keyword,translated.title,Link
South America,Uruguay,2/10/1996,Decreto Nş 389/996 - Declara de interés nacional para la explotación rural los materiales calcáreos destinados a la corrección de la reacción de los suelos.,National,Soil quality,Decree No. 389/996 - Declares calcareous materials intended for correcting soil reaction of national interest for rural exploitation.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC009535/
South America,Uruguay,2/10/1996,Decreto Nş 389/996 - Declara de interés nacional para la explotación rural los materiales calcáreos destinados a la corrección de la reacción de los suelos.,National,Soil restoration,Decree No. 389/996 - Declares calcareous materials intended for correcting soil reaction of national interest for rural exploitation.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC009535/
Africa,Côte d'Ivoire,3/10/1996,Loi-cadre nş 96-766 portant Code de l'environnement.,National,Soil conservation,Framework law No. 96-766 on the Environmental Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021344/
Africa,Côte d'Ivoire,3/10/1996,Loi-cadre nş 96-766 portant Code de l'environnement.,National,Soil pollution,Framework law No. 96-766 on the Environmental Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021344/
Africa,Côte d'Ivoire,3/10/1996,Loi-cadre nş 96-766 portant Code de l'environnement.,National,Soil quality,Framework law No. 96-766 on the Environmental Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021344/
South America,Colombia,4/10/1996,"Resolución Nş 1.083 - Uso de fibras naturales en obras, proyectos o actividades objeto de licencia ambiental.",National,Soil erosion,"Resolution Nş 1,083 - Use of natural fibers in works, projects or activities subject to an environmental license.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC029149/
South America,Colombia,4/10/1996,"Resolución Nş 1.083 - Uso de fibras naturales en obras, proyectos o actividades objeto de licencia ambiental.",National,Soil restoration,"Resolution Nş 1,083 - Use of natural fibers in works, projects or activities subject to an environmental license.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC029149/
Europe,Belgium,5/07/2013,"Decree of the Flemish Government establishing a regional urban development regulation on rainwater wells, infiltration facilities, buffer facilities and separate discharge of waste water and rainwater.",Flanders,Soil sealing,"Decree of the Flemish Government establishing a regional urban development regulation on rainwater wells, infiltration facilities, buffer facilities and separate discharge of waste water and rainwater.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197094/
Europe,Belgium,10/07/2013,The Walloon Decree Implementing a Framework for Pesticide Use Compatible with Sustainable Development,Wallonia,Soil pollution,The Walloon Decree Implementing a Framework for Pesticide Use Compatible with Sustainable Development,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC167643/
Europe,Belgium,13/07/2013,Decision on Environmental Damage,Flanders,Soil conservation,Decision on Environmental Damage,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC128253/
Europe,Belgium,13/07/2013,Decision on Environmental Damage,Flanders,Soil pollution,Decision on Environmental Damage,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC128253/
Europe,Belgium,19/12/2013,Marshall Plan 2022.,Wallonia,Soil pollution,Marshall Plan 2022.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197122/
Europe,Belgium,19/12/2013,Marshall Plan 2022.,Wallonia,Soil sealing,Marshall Plan 2022.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197122/
Europe,Belgium,20/02/2014,Climate Decree (1) (M.B. 10.03.2014).,Wallonia,Soil conservation,Climate Decree (1) (M.B. 10.03.2014).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197028/
Europe,Belgium,20/02/2014,Climate Decree (1) (M.B. 10.03.2014).,Wallonia,Soil erosion,Climate Decree (1) (M.B. 10.03.2014).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197028/
Europe,Belgium,20/02/2014,Climate Decree (1) (M.B. 10.03.2014).,Wallonia,Waterlogging,Climate Decree (1) (M.B. 10.03.2014).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197028/
South America,Paraguay,7/11/1996,"Ley Nş 970/96 – Que aprueba la Convención de las Naciones Unidas de Lucha contra la Desertificación, en los países efectados por la sequía grave o desertificación, en particular en África.",National,Soil conservation,"Law No. 970/96 – Which approves the United Nations Convention to Combat Desertification, in countries affected by severe drought or desertification, particularly in Africa.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC167272/
South America,Paraguay,7/11/1996,"Ley Nş 970/96 – Que aprueba la Convención de las Naciones Unidas de Lucha contra la Desertificación, en los países efectados por la sequía grave o desertificación, en particular en África.",National,Soil erosion,"Law No. 970/96 – Which approves the United Nations Convention to Combat Desertification, in countries affected by severe drought or desertification, particularly in Africa.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC167272/
Europe,Belgium,27/03/2014,Agricultural Code,Wallonia,Soil conservation,Agricultural Code,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC142623/
Europe,Belgium,27/03/2014,Agricultural Code,Wallonia,Soil erosion,Agricultural Code,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC142623/
Europe,Belgium,27/03/2014,Agricultural Code,Wallonia,Waterlogging,Agricultural Code,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC142623/
North America,Canada,19/11/1996,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,Manitoba,Soil monitoring,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC048255/
North America,Canada,19/11/1996,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,Manitoba,Soil pollution,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC048255/
North America,Canada,19/11/1996,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,Manitoba,Soil restoration,Contaminated Sites Remediation Act (C.C.S.M.c. C 205).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC048255/
North America,Guatemala,2/12/1996,Decreto Nş 101/96 - Ley Forestal.,National,Soil conservation,Decree No. 101/96 - Forest Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC010056/
North America,Guatemala,2/12/1996,Decreto Nş 101/96 - Ley Forestal.,National,Soil monitoring,Decree No. 101/96 - Forest Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC010056/
North America,Guatemala,2/12/1996,Decreto Nş 101/96 - Ley Forestal.,National,Soil restoration,Decree No. 101/96 - Forest Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC010056/
Europe,Belgium,12/09/2014,Sustainable Management of Nitrates in Agriculture Programme.,Wallonia,Soil pollution,Sustainable Management of Nitrates in Agriculture Programme.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197054/
Europe,Belgium,12/09/2014,Sustainable Management of Nitrates in Agriculture Programme.,Wallonia,Soil restoration,Sustainable Management of Nitrates in Agriculture Programme.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197054/
Europe,Belgium,1/01/2015,Action program to implement the Nitrates Directive 2015-2018.,Flanders,Soil pollution,Action program to implement the Nitrates Directive 2015-2018.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197030/
North America,Canada,16/12/1996,Contaminated Sites Regulation (B.C. Reg. 375/96).,British Columbia,Soil pollution,Contaminated Sites Regulation (B.C. Reg. 375/96).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC085923/
North America,Canada,16/12/1996,Contaminated Sites Regulation (B.C. Reg. 375/96).,British Columbia,Soil restoration,Contaminated Sites Regulation (B.C. Reg. 375/96).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC085923/
Asia,Philippines,19/12/1996,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,National,Soil erosion,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC174255/
Asia,Philippines,19/12/1996,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,National,Soil pollution,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC174255/
Asia,Philippines,19/12/1996,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,National,Soil restoration,DENR Administrative Order No. 96-40 on Revised Implementing Rules and Regulations of Republic Act No. 7942 known as the Philippine Mining Act of 1995.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC174255/
Europe,Belgium,26/02/2016,Flood Risk Management Plans (2016-2021).,Wallonia,Soil erosion,Flood Risk Management Plans (2016-2021).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197147/
Europe,Belgium,26/02/2016,Flood Risk Management Plans (2016-2021).,Wallonia,Soil sealing,Flood Risk Management Plans (2016-2021).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197147/
Africa,Madagascar,1/01/1997,Plan d'Action National de la Lutte Contre la Désertification.,National,Nutrient Imbalance,National Action Plan to Combat Desertification.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149700/
North America,Jamaica,1/01/1997,National Land Policy.,National,Soil conservation,National Land Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149440/
Africa,Madagascar,1/01/1997,Plan d'Action National de la Lutte Contre la Désertification.,National,Soil conservation,National Action Plan to Combat Desertification.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149700/
Asia,Syria,1/01/1997,National Plan to Combat Desertification in the Syrian Arab Republic.,National,Soil conservation,National Plan to Combat Desertification in the Syrian Arab Republic.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC145402/
Oceania,Guam,1/01/1997,Guam Soil Erosion and Sediment Control - Chapter 45 of Title 22 of the Guam Administrative Rules and Regulations.,National,Soil erosion,Guam Soil Erosion and Sediment Control - Chapter 45 of Title 22 of the Guam Administrative Rules and Regulations.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC071916/
Oceania,Guam,1/01/1997,Guam Soil Erosion and Sediment Control Regulations - Chapter 10 of Title 22 of the Guam Administrative Rules and Regulations.,National,Soil erosion,Guam Soil Erosion and Sediment Control Regulations - Chapter 10 of Title 22 of the Guam Administrative Rules and Regulations.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC071895/
Africa,Madagascar,1/01/1997,Plan d'Action National de la Lutte Contre la Désertification.,National,Soil erosion,National Action Plan to Combat Desertification.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149700/
Asia,Syria,1/01/1997,National Plan to Combat Desertification in the Syrian Arab Republic.,National,Soil erosion,National Plan to Combat Desertification in the Syrian Arab Republic.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC145402/
North America,Canada,1/01/1997,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",Québec,Soil conservation,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087834/
North America,Canada,1/01/1997,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",Québec,Soil pollution,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087834/
North America,Canada,1/01/1997,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",Québec,Soil quality,"Regulation respecting contaminated soil storage and contaminated soil transfer stations (R.Q. c. Q-2, r.46).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087834/
South America,Brazil,8/01/1997,"Law No. 9.433 creating the National Water Resources Policy, the National Water Resources Management System, regulating Section XIX, Article 21 of the Federal Constitution.",National,Waterlogging,"Law No. 9.433 creating the National Water Resources Policy, the National Water Resources Management System, regulating Section XIX, Article 21 of the Federal Constitution.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC012967/
Africa,Zambia,20/02/1997,"Mines and Minerals (Environmental) Regulations, 1997 (Cap. 213).",National,Soil pollution,"Mines and Minerals (Environmental) Regulations, 1997 (Cap. 213).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC007855/
Asia,China,26/02/1997,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,National,Soil conservation,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC166385/
Asia,China,26/02/1997,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,National,Soil erosion,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC166385/
Asia,China,26/02/1997,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,National,Waterlogging,Regulations of Shenzhen Special Economic Zone on Conservation of Water and Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC166385/
Africa,Mauritius,10/03/1997,Environment Protection (Effluent Limitations for the Sugar Industry) Regulations 1997,National,Soil conservation,Environment Protection (Effluent Limitations for the Sugar Industry) Regulations 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC052521/
Africa,Mauritius,10/03/1997,Environment Protection (Effluent Limitations for the Sugar Industry) Regulations 1997,National,Soil pollution,Environment Protection (Effluent Limitations for the Sugar Industry) Regulations 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC052521/
North America,Mexico,14/03/1997,NOM-037-FITO-1995: Especificaciones del proceso de producción y procesamiento de productos agrícolas orgánicos.,National,Nutrient Imbalance,NOM-037-FITO-1995: Specifications of the production and processing process of organic agricultural products.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC017847/
Asia,China,29/03/1997,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,Tibet,Soil conservation,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,https://www.fao.org/faolex/results/details/fr/c/LEX-FAOC137118
Asia,China,29/03/1997,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,Tibet,Soil monitoring,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,https://www.fao.org/faolex/results/details/fr/c/LEX-FAOC137118
Asia,China,29/03/1997,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,Tibet,Soil restoration,Measures of the Tibet autonomous region for implementing the Water and Soil Conservation Law of the People's Republic of China.,https://www.fao.org/faolex/results/details/fr/c/LEX-FAOC137118
Africa,Ethiopia,2/04/1997,Environmental Policy of Ethiopia.,National,Nutrient Imbalance,Environmental Policy of Ethiopia.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC133155/
Africa,Ethiopia,2/04/1997,Environmental Policy of Ethiopia.,National,Soil conservation,Environmental Policy of Ethiopia.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC133155/
Africa,Ethiopia,2/04/1997,Environmental Policy of Ethiopia.,National,Soil erosion,Environmental Policy of Ethiopia.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC133155/
Europe,Belgium,26/02/2016,Flood Risk Management Plans (2016-2021).,Wallonia,Waterlogging,Flood Risk Management Plans (2016-2021).,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197147/
Europe,Belgium,1/06/2017,Territorial Development Code.,Wallonia,Soil conservation,Territorial Development Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197046/
Europe,Belgium,1/06/2017,Territorial Development Code.,Wallonia,Soil erosion,Territorial Development Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197046/
North America,Mexico,29/04/1997,Reforma la Ley Forestal.,National,Soil conservation,Reform the Forest Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC017858/
North America,Mexico,29/04/1997,Reforma la Ley Forestal.,National,Soil monitoring,Reform the Forest Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC017858/
South America,Argentina,2/05/1997,Decreto Nş 968/97 - Complementa la Ley nacional Nş 24.585 sobre impacto ambiental de la actividad minera.,Buenos Aires,Soil conservation,"Decree No. 968/97 - Complements National Law No. 24,585 on the environmental impact of mining activity.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125266/
South America,Argentina,2/05/1997,Decreto Nş 968/97 - Complementa la Ley nacional Nş 24.585 sobre impacto ambiental de la actividad minera.,Buenos Aires,Soil quality,"Decree No. 968/97 - Complements National Law No. 24,585 on the environmental impact of mining activity.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC125266/
Europe,Belgium,1/06/2017,Territorial Development Code.,Wallonia,Waterlogging,Territorial Development Code.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197046/
Europe,Belgium,13/07/2017,"Ordinance amending certain provisions of the Ordinance of 5 March 2009 on the management and remediation of polluted soil, 2017;",Brussels,Soil pollution,"Ordinance amending certain provisions of the Ordinance of 5 March 2009 on the management and remediation of polluted soil, 2017;",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197053/
Europe,Belgium,13/07/2017,"Ordinance amending certain provisions of the Ordinance of 5 March 2009 on the management and remediation of polluted soil, 2017;",Brussels,Soil restoration,"Ordinance amending certain provisions of the Ordinance of 5 March 2009 on the management and remediation of polluted soil, 2017;",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197053/
North America,Honduras,11/06/1997,Acuerdo Nş 94/97 - Reglamento general de salud ambiental.,National,Soil conservation,Agreement No. 94/97 - General environmental health regulations.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC015985/
North America,Honduras,11/06/1997,Acuerdo Nş 94/97 - Reglamento general de salud ambiental.,National,Soil monitoring,Agreement No. 94/97 - General environmental health regulations.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC015985/
North America,Honduras,11/06/1997,Acuerdo Nş 94/97 - Reglamento general de salud ambiental.,National,Soil pollution,Agreement No. 94/97 - General environmental health regulations.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC015985/
Europe,Belgium,1/03/2018,Decree on the Management of Soils.,Wallonia,Soil conservation,Decree on the Management of Soils.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197119/
Europe,Belgium,1/03/2018,Decree on the Management of Soils.,Wallonia,Soil erosion,Decree on the Management of Soils.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197119/
South America,Peru,25/06/1997,Ley Nş 26821 - Ley Orgánica para el aprovechamiento sostenible de los recursos naturales.,National,Soil conservation,Law Nş 26821 - Organic Law for the sustainable use of natural resources.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC009287/
Africa,Cabo Verde,1/07/1997,Legislative Decree No. 14/97 regulating specific situations provided for the Basic Legislation on the Environmental Policy.,National,Soil conservation,Legislative Decree No. 14/97 regulating specific situations provided for the Basic Legislation on the Environmental Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC137335/
Africa,Cabo Verde,1/07/1997,Legislative Decree No. 14/97 regulating specific situations provided for the Basic Legislation on the Environmental Policy.,National,Soil restoration,Legislative Decree No. 14/97 regulating specific situations provided for the Basic Legislation on the Environmental Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC137335/
North America,Cuba,11/07/1997,Ley Nş 81 - Ley del Medio Ambiente.,National,Soil conservation,Law No. 81 - Environmental Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011846
North America,Cuba,11/07/1997,Ley Nş 81 - Ley del Medio Ambiente.,National,Soil quality,Law No. 81 - Environmental Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011846
North America,Cuba,11/07/1997,Ley Nş 81 - Ley del Medio Ambiente.,National,Soil restoration,Law No. 81 - Environmental Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011846
South America,Colombia,17/07/1997,"Ley Nş 388 - Ley de Ordenamiento Territorial que modifica las Normas sobre planes de desarrollo municipal, compraventa y expropiación de bienes.",National,Soil conservation,"Law No. 388 - Territorial Planning Law that modifies the Regulations on municipal development plans, sales and expropriation of assets.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019658
North America,Guatemala,17/07/1997,Decreto Nş 48/97 - Ley de Minería.,National,Soil monitoring,Decree No. 48/97 - Mining Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC061739/
South America,Colombia,17/07/1997,"Ley Nş 388 - Ley de Ordenamiento Territorial que modifica las Normas sobre planes de desarrollo municipal, compraventa y expropiación de bienes.",National,Soil pollution,"Law No. 388 - Territorial Planning Law that modifies the Regulations on municipal development plans, sales and expropriation of assets.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019658
North America,Guatemala,17/07/1997,Decreto Nş 48/97 - Ley de Minería.,National,Soil pollution,Decree No. 48/97 - Mining Law.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC061739/
South America,Colombia,17/07/1997,"Ley Nş 388 - Ley de Ordenamiento Territorial que modifica las Normas sobre planes de desarrollo municipal, compraventa y expropiación de bienes.",National,Soil sealing,"Law No. 388 - Territorial Planning Law that modifies the Regulations on municipal development plans, sales and expropriation of assets.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019658
Europe,Belgium,1/03/2018,Decree on the Management of Soils.,Wallonia,Soil pollution,Decree on the Management of Soils.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197119/
Europe,Belgium,22/03/2018,Waste-Resource Plan.,Wallonia,Soil pollution,Waste-Resource Plan.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197056/
Europe,Belgium,23/03/2018,Decree on the Management and remediation of Soils,Wallonia,Soil erosion,Decree on the Management and remediation of Soils,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185021/
South America,Uruguay,3/09/1997,"Ley Nş 16.858 - Declara de interés general el riego con destino agrario, sin perjuicio de otros usos legítimos.",National,Soil conservation,"Law No. 16,858 - Declares irrigation for agricultural purposes to be of general interest, without prejudice to other legitimate uses.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011908/
Europe,Belgium,23/03/2018,Decree on the Management and remediation of Soils,Wallonia,Soil pollution,Decree on the Management and remediation of Soils,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185021/
South America,Uruguay,3/09/1997,"Ley Nş 16.858 - Declara de interés general el riego con destino agrario, sin perjuicio de otros usos legítimos.",National,Soil erosion,"Law No. 16,858 - Declares irrigation for agricultural purposes to be of general interest, without prejudice to other legitimate uses.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011908/
Europe,Belgium,23/03/2018,Decree on the Management and remediation of Soils,Wallonia,Soil restoration,Decree on the Management and remediation of Soils,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185021/
Europe,Belgium,4/06/1986,Sewage Sludge Directive,European Union,Soil pollution,Sewage Sludge Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019147/
Europe,Belgium,12/12/1991,Nitrates Directive,European Union,Soil pollution,Nitrates Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC019065
Europe,Belgium,21/05/1992,Habitat Directive,European Union,Soil conservation,Habitat Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC034772
Europe,Belgium,26/04/1999,Council Directive 1999/31/EC on the landfill of waste.,European Union,Soil pollution,Council Directive 1999/31/EC on the landfill of waste.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC038106/
Europe,Belgium,26/04/1999,Council Directive 1999/31/EC on the landfill of waste.,European Union,Waterlogging,Council Directive 1999/31/EC on the landfill of waste.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC038106/
Oceania,Australia,3/10/1997,Land Administration Act 1997,Western Australia,Soil conservation,Land Administration Act 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC112341/
Oceania,Australia,3/10/1997,Land Administration Act 1997,Western Australia,Soil monitoring,Land Administration Act 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC112341/
Europe,Belgium,23/10/2000,Water Framework Directive,European Union,Soil pollution,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Belgium,23/10/2000,Water Framework Directive,European Union,Waterlogging,Water Framework Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC023005/
Europe,Belgium,27/06/2001,Strategic Environmental Assessment Directive,European Union,Soil conservation,Strategic Environmental Assessment Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC034996/
Europe,Belgium,21/04/2004,Environmental Liability Directive,European Union,Soil pollution,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
Europe,Belgium,21/04/2004,Environmental Liability Directive,European Union,Soil restoration,Environmental Liability Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC043202/
South America,Chile,28/10/1997,"Resolución Nş 3.266 - Operatoria para la aplicación del Decreto Nş 24 de 1997, Reglamento de ejecución del Plan para la recuperación de la productividad de suelos.",National,Nutrient Imbalance,"Resolution No. 3,266 - Operational for the application of Decree No. 24 of 1997, Regulations for the execution of the Plan for the recovery of soil productivity.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021731/
South America,Chile,28/10/1997,"Resolución Nş 3.266 - Operatoria para la aplicación del Decreto Nş 24 de 1997, Reglamento de ejecución del Plan para la recuperación de la productividad de suelos.",National,Soil acidification,"Resolution No. 3,266 - Operational for the application of Decree No. 24 of 1997, Regulations for the execution of the Plan for the recovery of soil productivity.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021731/
South America,Chile,28/10/1997,"Resolución Nş 3.266 - Operatoria para la aplicación del Decreto Nş 24 de 1997, Reglamento de ejecución del Plan para la recuperación de la productividad de suelos.",National,Soil conservation,"Resolution No. 3,266 - Operational for the application of Decree No. 24 of 1997, Regulations for the execution of the Plan for the recovery of soil productivity.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC021731/
Africa,Cabo Verde,3/11/1997,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",National,Soil conservation,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC016680/
Africa,Cabo Verde,3/11/1997,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",National,Soil erosion,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC016680/
Africa,Cabo Verde,3/11/1997,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",National,Soil restoration,"Decree-Law No. 69/97 prohibiting sand extraction from beaches, dunes and inland waters.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC016680/
Europe,Belgium,15/03/2006,Waste Management Extractive Industries Directive,European Union,Soil pollution,Waste Management Extractive Industries Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087096/
Europe,Belgium,12/12/2006,Groundwater Directive,European Union,Soil pollution,Groundwater Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC068257/
Europe,Belgium,14/03/2007,INSPIRE Directive,European Union,Soil monitoring,INSPIRE Directive,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC188774/
Oceania,Australia,1/12/1997,Environment Protection Act 1997,Australian Capital Territory ,Soil conservation,Environment Protection Act 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC082496/
Oceania,Australia,1/12/1997,Environment Protection Act 1997,Australian Capital Territory ,Soil pollution,Environment Protection Act 1997,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC082496/
Africa,Tanzania,1/12/1997,National Environmental Policy 1997.,National,Soil conservation,National Environmental Policy 1997.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC175140/
